Number of clicks on similar products;Number of similar products purchased so far;Average rating given to similar products;Gender;Median purchasing price (in rupees);Rating of the product;Brand of the product;Customer review sentiment score (overall);Price of the product;Holiday;Season;Geographical locations;Probability for the product to be recommended to the person
6;2;02.Бер;male;100;02.Кві;Head Hunters;-0.7;300;Yes;summer;coastal;0.08
30;11;04.Тра;female;600;04.Чер;Kama Ayurveda;0.7;300;No;winter;mountains;0.74
14;5;3.0;male;5000;03.Тра;AmazonBasics;0.1;10000;No;spring;mountains;0.37
41;13;04.Лип;female;300;04.Чер;Flying Machine;0.8;500;Yes;winter;coastal;0.83
9;3;02.Тра;male;700;02.Чер;Flying Machine;-0.5;400;Yes;monsoon;plains;0.16
34;12;04.Чер;male;2000;04.Лип;Pepe Jeans London;0.68;800;Yes;summer;plains;0.71
18;7;03.Чер;female;800;03.Сер;Manyavar Mohey;0.3;1000;Yes;winter;plains;0.56
50;20;5.0;male;100;5.0;Dettol;0.95;900;No;summer;plains;0.97
11;4;03.Січ;female;400;03.Лют;Khadi Essentials;-0.1;600;Yes;monsoon;mountains;0.35
38;14;04.Вер;female;7000;04.Сер;Pepperfry;0.9;900;Yes;summer;coastal;0.88
23;9;04.Кві;male;3000;04.Тра;Flying Machine;0.55;800;No;winter;mountains;0.69
8;2;02.Лют;female;1000;02.Бер;Manyavar Mohey;-0.6;400;No;summer;coastal;0.14
35;11;04.Лип;male;600;04.Сер;Johnson & Johnson;0.78;600;Yes;summer;plains;0.76
15;6;03.Тра;female;200;03.Лип;Pepe Jeans London;0.2;700;No;winter;mountains;0.42
42;15;04.Сер;female;500;04.Вер;Wildcraft;0.88;700;No;summer;mountains;0.86
7;1;2.0;male;200;02.Січ;Kama Ayurveda;-0.8;200;Yes;summer;plains;0.05
31;13;04.Тра;female;4000;04.Чер;Libram;0.75;800;Yes;summer;coastal;0.78
20;8;03.Лип;male;1500;03.Сер;SleepyCat;0.4;1000;Yes;spring;plains;0.63
49;19;04.Вер;male;800;04.Лип;Patanjali Ayurved (Health Care);0.9;500;No;winter;plains;0.8
10;3;02.Вер;female;100;3.0;Manyavar Mohey;-0.2;400;No;monsoon;mountains;0.21
36;12;04.Чер;female;1500;04.Тра;Sugar Cosmetics;0.8;600;No;winter;mountains;0.79
24;7;03.Сер;male;5000;4.0;Lee Cooper;0.5;700;Yes;summer;coastal;0.68
45;16;04.Лип;male;700;04.Вер;Flying Machine;0.86;300;Yes;summer;mountains;0.9
16;5;03.Лют;female;200;03.Тра;Lijoba;0.15;100;Yes;spring;plains;0.32
29;10;04.Кві;male;300;04.Бер;Manyavar Mohey;0.72;500;Yes;summer;plains;0.72
43;14;04.Сер;female;6000;04.Вер;Pepperfry;0.92;800;No;winter;coastal;0.85
21;9;04.Січ;female;800;04.Бер;Patanjali Ayurved (Health Care);0.45;1000;Yes;summer;mountains;0.72
5;1;01.Сер;male;200;2.0;Kama Ayurveda;-0.9;300;Yes;spring;coastal;0.01
37;13;04.Лип;female;900;04.Чер;Johnson & Johnson;0.75;600;No;summer;plains;0.77
22;8;03.Вер;male;4000;04.Січ;SleepyCat;0.6;900;Yes;winter;mountains;0.76
40;15;04.Сер;female;700;04.Вер;Flying Machine;0.9;500;No;summer;mountains;0.82
12;4;3.0;male;5000;03.Лют;Head Hunters;0.1;600;No;summer;plains;0.41
